,sentiment,text
7500,1.0,your employee charles cave at the gate at msy went above and beyond to help try to help me find my glasses thought u should know
7501,-1.0,education of that staff is needed  he also turned away other first class cabin passengers with mileage plus
7502,-1.0,go bankrupt again and transfer all of your assets to luv that would be great
7503,-1.0,your definition and mine of 10 min is vastly different i understand the need to get off the plane for maint but be honest
7504,0.0,sent
7505,0.0,of course weather was a joke 43 beats 5 degrees in phl
7506,-1.0,bag in possession but no clothes in bag
7507,1.0,shoutout to the agent on duty now  gate b1 abq  outstanding customer service w delayed flt 336
7508,0.0,no they didnt   our fleets on fleek
7509,-1.0,so much for status ep and 15 million miles  revenue first class ticket and im sitting in coach thanks your rude cs staff
7510,-1.0,the only time i tweet is to tell you how horrible youre attendants are flight 3841 to lga i feel in jail
7511,0.0,i have an email that says i have to sign on to the travel bank  how do i that
7512,-1.0,yesterday we were delayed for six hours wlil to no explanation we paid lots of  2 fly wu amp this is how u treat ur customers
7513,1.0,great flight as always thank you to the great crew on flight 475 travel jetblue
7514,0.0,hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen
7515,1.0,good to know thanks so much
7516,-1.0,now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another
7517,0.0,or us air
7518,-1.0,do you have the phone number of a supervisor i can speak to regarding my travels today
7519,0.0,how long is that flight
7520,1.0,look at this beauty  dc10 united airlines  hope you like this beauty
7521,-1.0,you have got to be kidding me  no info on 4565 from dca to bgr and your phone line tells me to call back late flightr
7522,1.0,me amp  are best friends because of  any chance we could get tickets to destinationdragons
7523,-1.0,no other than being on my credit card statement i have not received anything from you and so i have no way to look it up myself
7524,-1.0,i did not want to hang out on your plane all day when i am traveling to get work done and turn right back around unacceptable
7525,1.0,4 flights in 48hrs amp ive had the same flight attendant for 3 of those flights freaky coincidence plus side shes great
7526,-1.0,how can i get you guys to respond to my tweets and dm really sad feeling to be ignored
7527,-1.0,flt 703 sorry scheduled at 545 phlmia a totally chaotic poorly addressed event  sent to three gates in the night
7528,-1.0,yes we are in ewr and it was corrected but just the fact the it was beought up for us to share rooms is unexpactable
7529,0.0,the dinner and called me hon not the service i would expect from 1st class  disappointed
7530,-1.0,any etd for swa1004 from phl appears delayed but no info available at gate
7531,-1.0,maybe if there was anyone answering the phone they would please call back late flightrfor 18 hours not good enough
7532,1.0,thanks guys you got it im heading to milan on wednesday so big week with the aa family
7533,1.0,thank you
7534,-1.0,bossf was in between waivers business cancelled flighted due to weather beforeafter no flexibilitycompassion in extreme circumstances
7535,0.0,get me on flight 4146 to denver and ill be more than happy
7536,-1.0,late flight crew into btv last nite delayed todays flt will miss connection to cun why do i have to play for hotel tonight in ewr
7537,0.0,just realized my  advantage number wasnt used for my flight  how do i get my ff miles
7538,-1.0,you have let me down seriously unhappycustomer
7539,0.0,any concern about cancelled flightled flights due to the cold weather in nj saturday am do you cancelled flight at 0 degrees
7540,1.0,my email is my twitter handle followed by gmail
7541,0.0,can you outline the policies for both scenarios
7542,-1.0,i havent been rebooked i called and left my number for a callback but havent heard anything and my flight is tomorrow
7543,1.0,thank you literally called for preboarding as i ran up
7544,-1.0,can someone help me set up a callback today
7545,-1.0,i think its a little weak sauce you have zero inflight entertainment for a 4 hour flight from salt lake to philadelphia
7546,1.0,very excited for the first time this sunday march 1 i get to fly jetblue flight 123 mint from jfk looking forward
7547,0.0,um down south has snow too atl
7548,-1.0,a report was filed with the airport police on 11th and 12th februaryi have the police case number if required
7549,-1.0,flight 1219 my frustration boiled over after dealing with attendant her attitude was ridiculous
7550,-1.0,i would be willing to pay anything to change a flight  does not help
7551,-1.0,my bag is missing from 1099 landed over 6 hours ago help
7552,0.0,hi im flying sfolaxsalclo my connecting time in lax is 1h45m is it enough time do i have to collect my bag and recheck on av
7553,-1.0,are there really no flights from the bay area to chicago anymore lame so lame
7554,-1.0,fjbfsc  all i need is receipt showing the 77620 charge i have on my amex not the 656xx that i keep getting sent
7555,-1.0,not sure why we are being made to stand in line outside for plane that isnt ready to board when i could be sitting inside
7556,-1.0,stop picking on us cle
7557,0.0,i have the emails that they are on their way
7558,-1.0,is there something going on with your alerts flights been delayed several times for my parents and im not receiving any alerts
7559,-1.0,or u cud answer my  here 140 is plenty inflight stealing going on right now amp fa wont have the uncomfortable convo w pass
7560,-1.0,gate agent hooked me up with alternate flights if you have a way to prevent the constant issues that would rock
7561,-1.0,customer service sucks  they hang up after waiting an hour and talking for 5 minutes
7562,-1.0,and despite the fact i see you answering all these people on twitter with mundane qs you refuse to answer me
7563,-1.0,my flight was delayed and rerouted and not so much as a sorry for your inconvenience from the checkin agent notimpressed
7564,0.0,call me when you do and well have to hook up
7565,0.0,surprised to go from 1k last year to nothing this year what happened to the soft landing policy of no more than 1 level
7566,-1.0,telling frustrated customers we are super busy please call back late flightr kthxbai and then hanging up is not the best practice
7567,-1.0,i needed to be at my destination by lunchtime today no one could get us on a flight but ive since learned  had one
7568,1.0,thnx
7569,0.0,any idea when flight 703 to miami will leave for a second time
7570,0.0,are the hours of operation for the club at sfo that are posted online current
7571,0.0,please help my flight appears cancelled flight 1503 from ft lauderdale to dallas to lax is there anything leaving from mia or fll thxu
7572,0.0,lost black wallet at dallasairporti was on flight 2208 to clewould appreciate ur help last i used it at  on a20
7573,-1.0,since jan 22 have been on 10 flights why the disrespect in clt flt 2063 at 250pm on 18feb to dca just asked herba question
7574,-1.0,yes ive been waiting for four hours and no one has been able to help me
7575,-1.0,thanks for the terrible service stranded in mdw for 2 days amp now cant find confirmation for rebooked flight from mke
7576,1.0,looking forward to flying with you guys as well
7577,-1.0,my flight was cancelled flighted for tomorrow and hold times are long can i cancelled flight a leg with you
7578,-1.0,first luggage got stuck in a different city now i get them back today amp one of your employees stole a pair of gloves from me
7579,-1.0,i received on other flights united  truly breaks guitars unitedbreaksguitars wantmymoneyback
7580,0.0,sent my suggestion and comments via the link provided
7581,1.0,thank you for the cheese platter and abundance of entertainment options time just flew by
7582,-1.0,would be more pleased if you reassess your business practices  goal should be to have passengers on plane as little as possible
7583,-1.0,if you consider 50 mins for bags  1000pm on a sunday night as fast as they can you should reconsider what you think that means
7584,0.0,may want to direct that to the people at  tok
7585,0.0,thanks i know the routes you currently have from newark i was just wondering if there was any new ones on the horizon
7586,0.0,ive got a campus visit in an hour and im still wearing the same clothes
7587,0.0,hello my husband bought us a trip last night amp just noticed my last name is misspelled what can i do thanks
7588,1.0,thank you we filled out a claim and hope to have the bags tomorrow
7589,-1.0,between 3 of us it is costing over 1000 to get home today for no reason where do i send my receipts to be reimbursed
7590,-1.0,nah u boofin u dont talk like any humans i know respond like u actually have a brain and again i dont want customer relations
7591,0.0,i would like to know if its possiable to checkin online or must it be done at schiphol
7592,-1.0,i have been rebooked but it has been handled very unprofessionally cancelled flightations happen but the disorganization is uncalled for
7593,-1.0,have been waiting over three hours to talk to someone to rebook a flight due to weather does call back service actually work
7594,0.0,to start daily b737700 flights from columbus oh to oakland on 8aug avgeek
7595,0.0,do you promise to not unfollow me
7596,-1.0,im on flight and no booze being served 30 min in what gives lostrevenue angryandsober bachelorpartymishap
7597,1.0,cldnt be happier w the many plastic wing pins given to me on flight 494 i love them amazing staff so nice
7598,0.0,our fleets on fleek
7599,-1.0,ok we got as far as atlantic city due to jfk being closed can you get us to hpn or lga please
7600,1.0,ive applied more then once to be a member of the inflight crew teamim 100 interested flightattendant dreampath g
7601,0.0,do you know if there is wifi on this flight if so how much is it thank you
7602,0.0,alright someone has to stop this rt  our fleets on fleek
7603,0.0,this feels nice  what weve got going on here lets just swap me out with the fool in 5a and we can make it all better
7604,-1.0,dang i thought i was in a teleportation device ua514
7605,1.0,thank you great tool
7606,-1.0,was just on hold with you all for two hours and then got hung up on oh my god
7607,0.0,how can i watch the oscars2015 on my jfkgtsfo flight
7608,0.0,does that mean my ktn is not in my reservation
7609,-1.0,i have better intel than she does  she said plane is due in at 630  flightaware and your own app say 645
7610,0.0,but if my bag makes it with me to greenville tonight then all is forgiven highhopes
7611,1.0,seeing your workers time in and time out going above and beyond is why i love flying with you guys thank you
7612,-1.0,i locked myself out of my account and needed access to book a flight
7613,-1.0,ill give u a chance but i dont think ill fall for it backtodelta
7614,1.0,great job looking forward to my next trip being able to use this new feature
7615,-1.0,omg answer your phone i have been on hold for 15 hours cancelled flighted flights suck
7616,1.0,my return flight is scheduled on wednesday aa138 i believe  thanks for the help
7617,1.0,flight ua3576 gate b1 and tell ray i somehow made it on to the 736 flight out of iah and didnt have to wait for the 917 one
7618,-1.0,really fill out a form about my flight experience i sent an email to the 1k email address
7619,-1.0,delayed im charlotte big surprise
7620,1.0,well timed tweet just boarded and will be listening on my way home
7621,-1.0,at msp w3 employees trying to check in several hundred and the line is crazy might miss our plane be sure to thank these employees
7622,0.0,yes obviously it just stinks that 4pm is the one option when she was supposed to fly at 7am yesterday
7623,-1.0,somehow between dfw and mia i got bumped from 12b all the way to 41g on 2312 whats up with that
7624,-1.0,link didnt work via mobil
7625,-1.0,get flight 16 into the air
7626,1.0,thanks
7627,-1.0,i miss the continental days
7628,-1.0,yeah all 4 are rebooked for tomorrow am hoping the 3rd time is a charm for no cancelled flightled flights
7629,-1.0,my friends from boston stuck in denver her name jane   please contact her
7630,0.0,ceo battles to appease passengers investors  toledo blade
7631,-1.0,thanks for making this the worst flying experience ever 4 different planes of mechanical issues and 12 hours and counting
7632,-1.0,agent in las letting 20 customers know they cant help them rebook delayed flight to den unfriendlyskies
7633,1.0,pdx to jfk was suuuuper hot
7634,0.0,i can go  i want to badly   i dont know how to dm  can i email you   help  wmn4life
7635,1.0,ive dmd you thanks
7636,-1.0,you realize youve said this already at least last time you asked if i needed help
7637,-1.0,so i guess you are ok with people being sexually assaulted on your flights nice customer service
7638,-1.0,i filed a delayed bag report on saturday my flight was cancelled flightled and i never went anywhere
7639,-1.0,many have missed connections already bc of delayed flight which will finally board soon
7640,-1.0,this is the 2nd time i was rebooked wdelays and for reasons unrelate flightd to weather how do i go about requesting a flight voucher
7641,-1.0,how long does it take for points from rr shopping to post to my account got email saying ive earned points but dont see em
7642,-1.0,i did not report the updated info  dont know how to reach them without a super long wait on hold at your main number
7643,1.0,got mine  just in time for the wife and my 15th anniversary
7644,-1.0,3 delays 2 cancelled flightlations a double layover and 72 hours late flightrcould i at least get extra dividend miles
7645,1.0,three cheers to your denver staff dont know if we will get out but theyre keeping us smiling
7646,0.0,yes a paper voucher that i got on january 26th 2015
7647,1.0,congrats
7648,-1.0,worst flights ive ever had ground crew ignored our plane made me miss flight and now i have to cover the cost of a hotel den
7649,0.0,are there any current promotionscodes for nashvilledenver thank you
7650,-1.0,cancelled flights flights arbitrarily on same itinerary  weekend ruined for no good reason no crew  missed monday am mtg
7651,0.0,to start daily b737700 flights from washington reagan to ftlauderdale on 8aug avgeek
7652,-1.0,my husband is supposed to fly rdu to iad then iad to fra leaving in 2 hours you cancelled flighted his flight and theres a 1hr wait on phone
7653,1.0,good fly united businessfirst
7654,-1.0,thanks for the reply i saw that but its not particularly helpful to a hungry vegetarian not flying those specific flights shrug
7655,-1.0,day 3 amp still no luggage chkd  statusawaiting asgmnt to driver since yest 1015am
7656,1.0,why are you always so amazing jetblue trueblue
7657,0.0,and  get it together perfect combination for delays and cancelled flightlations
7658,-1.0,worst customer service ever how can you let people be assaulted on your flights and do nothing about it
7659,1.0,again please accept my apologies for my lame childish tweet you didnt deserve that amp i remain a loyal sw customer
7660,-1.0,tried to leave monday all other planes left but mine now this one keeps getting delayed missed work have to pay for a cab
7661,0.0,help
7662,-1.0,you really do have a culture problem everyone i tried to work with blamed someone else or told me how theyre short staffed
7663,1.0,162 smf to jfk
7664,-1.0,is anyone working today anyone want to pick up a phone
7665,-1.0,dont forget without your customers you would be out of business epicfail usairwaysfail
7666,1.0,thank you much appreciation for your help
7667,1.0,you found my camera  thank you  you rock
7668,-1.0,your maint delay left us stuck in den flight 1080  been on plane for 7 hrs  stop flying broke french planes
7669,-1.0,still no refund or word via dm please resolve this issue as your cancelled flightled flight was useless to my assistants trip
7670,1.0,great appreciate it
7671,-1.0,row 16 flight 634 today if youre looking for specifics i can run to home depot for the wd40 you if you need
7672,-1.0,any idea on what the wait time is for refunds from  i was told a few days over the phone  but its well past that
7673,0.0,10 revenue flights since the beginning of 2015
7674,-1.0,could you please send me a phone  to the refunds department  we have submitted our claim through email without success
7675,1.0,ceo gary kelly we are americas most loved and most flown airline southwestrally bwi bestemployees swaculture swapic
7676,-1.0,not yet im next in the terminal a customer service area
7677,-1.0,i have a weekend of dealing with your company that would say otherwise
7678,-1.0,835 fix this asap
7679,-1.0,dont require us to memorize a fiveword phrase and remember it after we hear another six million options
7680,-1.0,that seems unlikely without a crew here to board us
7681,0.0,is dfw accepting any arrivals or departures today
7682,0.0,beats eps views takes on southwestair va luv  investors business daily
7683,1.0,flight 3970 bnardu had the most excellent crew today
7684,0.0,can i get a beer please flight 1715
7685,-1.0,admirals club at clt has rude and ignorant front desk staff you have fallen so farthanks doug parker
7686,-1.0,still effin waiting not weather delays not engine trouble but lack of crew  are you shitting me
7687,1.0,thanks we did
7688,-1.0,i have sent the dm should i continue to wait on hold with a rep or will you be servicing me here
7689,1.0,hats off to admiral lounge attendant  yyz terminal 3 who gave her banana to our toddler when none avail elsewhere
7690,1.0,really easy for locals to get down to the strip book
7691,-1.0,one staff on desk now been queuing for over an hr
7692,0.0,im flying with you this summer will i be able to leave miami airport during my 12 hour stopover there
7693,-1.0,my daughter is stranded in charlotte because us airways cancelled flightled her flight tonight  completely dissatisfied with
7694,1.0,will award me 50000 air miles yes i am going to take a vacation thanksamericanairlines
7695,0.0,our fleets on fleek
7696,1.0,after missing my flight and reflight booking problems 2x i just walked onto another flight and my phone was still on the seat
7697,0.0,hi on my dividend miles account i accidentally listed my newly married name as opposed to my legal name i am trying to book
7698,-1.0,im showing flight 4720 delayed again would my boarding pass still be good or was my seat given away
7699,1.0,luvin me some flights today dont change  and please add paypal as payment option
7700,1.0,big thanks to yvonne anthony from the chairmans desk  top tier customer service today  outstanding service amp support
7701,-1.0,please try it yourself  call 18004337300 and see what happens then youll understand  allrepresentativesbusy nooption
7702,-1.0,overweight flight  you sold more tickets than you had seats we all know that lets call it what it is
7703,1.0,luved the sjc gate 23 agent this am who boarded flight 372 to dal didnt get his name he represents your brand so well
7704,-1.0,no i was on hold for 4 12 hours  3 diff agents each w different information frustrating kept getting txfd
7705,-1.0,how is it that my flt to ewr was cancelled flightled yet flts to nyc from usairways are still flying
7706,-1.0,as courtesy to mosaic members or anyone a request for water should be attended promptly daniel in flight 1557 should know better
7707,0.0,jt is the ord to phl flight at 915 pm cdt delayed dm im kinda hoping not to be stranded at ord either
7708,-1.0,having trouble reflight booking problems a cancelled flighted flight no one picking up phones and your site isnt working
7709,0.0,youll be hearing from me for sure
7710,-1.0,very unhappy at no response to complaint emailed on 2nd feb ref8441639 awful customer service
7711,1.0,ok first time flying with you tonight
7712,-1.0,f623 denphx serious display of poor customer service exhibited by flight crew today   newamericanairline cheapslogannotmotto
7713,-1.0,flight from san fransico to jfk was evacuated why
7714,-1.0,if my flights been cancelled flightled and i cant reach anyone over the phone or ticketing agents safe to assume i wasnt rebooked
7715,-1.0,no flights to hrl  is this a limited route
7716,1.0,they finally gave in a let him on after they threatened to send him back to vegas on coach thnx
7717,0.0,flight 705 ewr to fll
7718,-1.0,weve flight 4443 been sitting on the tarmac of dca for a while now waiting on a gate can we just use another gate
7719,0.0,done
7720,-1.0,will try now stuck on tarmac waiting on gate  may miss 925 connection 883
7721,1.0,hi there looks like my connection is delayed too so ill make it thanks
7722,-1.0,i dont believe its acceptable to have a ticket  changed after check in time amp not be notified apparently thats standard
7723,1.0,thank you
7724,-1.0,why are you letting us go to the runway if there are mechanical problems wewantcomps
7725,-1.0,that all aa is for usair elite members its one big disappointment in the way we are treated epicfailure
7726,1.0,jua at jfk just ask desk was incredibly helpful thanks
7727,0.0,hi we are flying into iad tomorrow evening do you expect delays or cancelled flightlations with the snow storm
7728,-1.0,our honeymoon was delayed a day because a gas cap was not screwed on flight 1801 so frustrating
7729,-1.0,a 100   totaled not happy not at all
7730,0.0,live in atlanta but cant enroll in your atlanta companion promotion error every time can you help also sent email thanks
7731,-1.0,i slept in the miami airport due to mechanical issues and was given 10000 bonus miles to try and make it right slapintheface
7732,-1.0,that is the most useless tweet ive ever seen out of you
7733,0.0,we have 8 ppl so we need 2 know how many seats are on the next flight plz put us on standby for 4 people on the next flight
7734,-1.0,spend 1 hour on hold with
7735,-1.0,almost an hour on hold for swa is inexcusable hiremorepeople
7736,-1.0,i was told my flights 2516 amp 2244 was cancelled flightled but i dont seem to have any datetime changes ive been waiting for a call
7737,1.0,thank you guys brilliant customer service
7738,0.0,plan to repair its brand  via
7739,-1.0,we hate delays have you tried any of these  although were not sure what a timbit is
7740,-1.0,seriously this is just complete bs
7741,1.0,i would go to las vegas it is gorgeous and i go there every year and i fly with you guys vegas is gorgeous amp so much to do there
7742,0.0,i have a flight to vegas coming up soon but havent received any drink tickets late flightly can you help me out
7743,1.0,is rising like the sun at dca this morning   members have the best view avgeek
7744,1.0,done just now thanks
7745,-1.0,had to spend 5 hours worrying that items in carryon would be brokenstolen since i couldnt carry them on plane or lock bag
7746,-1.0,this is how concerned your gate attendants at c26 are this afternoon nocommunication nocrew
7747,-1.0,245 im about to take off but one of your reps at a different gate was rude when i asked for assistance thanks though
7748,0.0,our fleets on fleek  this happened
7749,-1.0,my ticket was booked with aa with miles sorry we sold you a ticket with a company we merged with but we cant fix it
7750,-1.0,lost my wallet on flight 1007 yesterday from houston to bogota filled out your online form no response yet
7751,1.0,have to be honest didnt expect a fast response thank you  off to chiberia we go
7752,0.0,absolutely my girlfriend and i will be flight booking problems our mexico flights in the next day or two will send a tweet when its done
7753,-1.0,better find a way to get me to puerto rico tomorrow morning besides charging us three times in cash what we originally paid
7754,-1.0,this is ridiculous you all really have terrible customer service and a lack of urgency im convinced
7755,0.0,keep me updated let me know that the bags make the flight to jburg
7756,-1.0,hello is anyone behind your twitter account badcustomerservice
7757,-1.0,ive been on hold with your divident miles service desk for 45 minutes and thats after being hung up on the first time
7758,-1.0,please fire the captain of flight 6232 today he single handedly ruined every passengers day by being a piece of shit unitedsucks
7759,-1.0,yes very much so i was looking forward to using your airlines for future flights but never again
7760,-1.0,i am trying to add my tsa pre check number to my reservation online and dont see an option to do that nosecuritylines
7761,1.0,thank you  much appreciated
7762,0.0,would love to dm you but my twitter app says youre not following me and i cant
7763,-1.0,22 doesnt help me
7764,1.0,of course not the inflight crew was great
7765,0.0,are we scheduled to depart as scheduled
7766,0.0,while im asking 2 of my 11 non upgraded flights attendants came amp greeted me amp thanked me for my business bc i was exec plat
7767,-1.0,thats because you didnt read my entire tweet wifes 12pm flight is now delayed to 630  thats 3 6 hour flight delays in 2 weeks
7768,0.0,cant bring up my reservation online using flight booking problems code
7769,-1.0,have been trying to reach american airlines since last evening to cancelled flight flights worst customer service ever what now
7770,-1.0,your new mileage policy is awful before i might have paid slightly more for united because of miles now theres no difference
7771,-1.0,give me a direct number i can call regarding my lost baggage immediately
7772,0.0,one question my wife didnt get the bonus should i call about it today
7773,0.0,at what email adress can i send your ceo mr doug parker a letter that he hopefully reads
7774,1.0,fantastic job by your people today on ua22 from dublin a jam packed plane but the crew was wonderful
7775,-1.0,couldnt have possibly messed up our trip anymore than they did thanks for being such a terrible airline disappointed
7776,1.0,ok thank you for the quick response jetblue still the best comp
7777,-1.0,flight missed due to mech issue no food voucher transported to different airport no rental reimbursement
7778,0.0,i think i left something on the plane yesterday who do i callah
7779,1.0,another awesome telephone experience with  thank you cory greatcustomerservice
7780,-1.0,what happened this afternoon huge amt of incoming planes to sfo delayed over 12 hoursfrustrating
7781,0.0,whats the contact number for the corporate baggage office in phoenix
7782,0.0,thats what i am hoping for
7783,-1.0,nope i gave up  maybe theyll deliver it
7784,1.0,thx for your quick response and action bf will make good use of the voucher satisfied happycustomer
7785,1.0,thanks
7786,0.0,i sent you an email
7787,1.0,landed in nashville thanks for taking care of us
7788,-1.0,hour and a half after landing bags are finally trickling off
7789,0.0,will do  if you follow back i can dm that info
7790,0.0,where should i fly by may 3rd plz advise
7791,1.0,i will thank you
7792,0.0,and gold status too
7793,-1.0,seriously system down no it
7794,-1.0,so great aa1103 sitting for an hour first technical problems now what
7795,1.0,you have a guy named otis at ord that knows what customerservice is he was able to get my bag to me i upgraded just to be sure
7796,-1.0,not one of my four flights this trip has been on time what the hell is your companies problem
7797,0.0,our fleets on fleek smh
7798,0.0,lounge  heathrow used by
7799,-1.0,there must be 100 people waiting in line for customer service at den to deal with flight cancelled flightations
7800,1.0,thanks me too
7801,0.0,destinationdragons any tix to spare i wanna go see the show on friday in la with my friend
7802,-1.0,i would like to be reimbursed for my shuttle from denver after 1080 diversion 6 hours sitting in plane and mech problems
7803,1.0,is my favorite airlines ive never had issues with them plus there crew is entertaining
7804,0.0,thank you for your response
7805,-1.0,the pilot just stated that after 22 years of flying he has never experienced anything like this gettingoffplane
7806,-1.0,got txt  40min after sched dpt saying plane had just arrived  jfk late flightr txt w dpt gate change then 904 dpt for 740 flight
7807,-1.0,my mothers flight was delayed from phlord were on our way to nrt and the gate refused to upgrade a platinum  blegh
7808,1.0,hey guys just want to say i had the best flight ever thank you so much i fell asleep and actually had a wet dream
7809,-1.0,two delays  a little proactive communication goes a long way howhardcanthatreallybe
7810,-1.0,official time of call 3 hours 10 minutes but must add for 7 minutes your reservation agent was extremely professional and helpful
7811,0.0,flight booking problems flight to uphold my status match  do taxes on ticket count as earned status points  statusmatch virginamerica
7812,-1.0,wasnt offered a flight out of phl until tuesday so had to ask to be booked to houston instead of austin
7813,-1.0,poor showing today no assistance to passengers who mis connected due to maintenance and waiting for baggage
7814,-1.0,trying to check in for tomorrows flight website keeps timing out whats up
7815,0.0,i see my flight from boston to pitts is ok from this afternoon did you have any delays for the morning flight
7816,-1.0,ok its now been 7 months waiting to hear from airline i gave them quite a bit more than the 30 days requested terrible service
7817,-1.0,i worked with you and bought my own rental car when you failed to get me to the location i paid to get to and now
7818,0.0,using a321 jfksea for summer 2015 it will be my first a321 flight ever no mint to seattle core config only
7819,0.0,i was scheduled for sfo 2 dal flight 714 today changed to 24th due weather looks like flight still on
7820,0.0,does the economy plus cabin also qualifies as a premium cabin
7821,0.0,all flights lead to vegas baby
7822,1.0,gotcha thanks for the update im ready to go whenever you are  enjoy your evening
7823,-1.0,flight293 was supposed to depart at 745 and at 815 we still have not boarded
7824,-1.0,how did my prime ticketed seat get switched on aa 343 not sure whats going on here
7825,-1.0,your rubbish at social media in the air two hours late flight but thats better than being cancelled flightled
7826,0.0,doesnt purchasing ticket with a united card give me priority boarding
7827,-1.0,after boarding flight 0510 the captain informs that he could exceed the16 hrs regulation and turned the plane around incredible
7828,-1.0,apparently sleeping in b terminal wasnt the worst situation someone told other ua passengers they had to sleep at baggage claim
7829,-1.0,wow flight crew shows up 15 mins before the flight no catering for aa3390 nice why to treat your customers
7830,-1.0,not sure why u call it customer care  should be customer we dont care
7831,-1.0,25 year customer but i am 6 3 and those lost 2 or 3 inches really hurt  every time the person in front shifts he raps my knees
7832,1.0,honestly i stopped trying to report things via website now i just laugh flights work miles accrue im sure its just cosmetic
7833,-1.0,shouldve been on one of your flights instead  has now lost our bags to add insult to injury
7834,-1.0,how about auto check in for cp holders come on
7835,-1.0,so disgusted and disappointed with united airlines luggage policies and attitude toward musicians unacceptable
7836,-1.0,i packed a carry on for a reason thanks for making me check it i hoped for better customer service in cle also nothappy
7837,0.0,done
7838,1.0,so excited for my first cross country flight lax to mco ive heard nothing but great things about virgin america 29daystogo
7839,0.0,just called and did it should have earlier because im being sent to dca first and then to pvd we may rent a car instead
7840,0.0,hey i missed my outbound flight  can i still use my return ticket
7841,-1.0,this is pathetic customer service why have bag tags barcodes and computers if your response is not yet located
7842,-1.0,why was flight 4199 out of boston tmrw  1230 cancelled flightled
7843,0.0,please help left my ipad air 2 on my flight from nyc to paris yesterday and cant get in touch with anyone locally what to do
7844,-1.0,do your trueblue pages not work on chrome or safari i keep getting blank pages when i lick on the trueblue tab on your site
7845,0.0,to be clear on my luggage comment i am referencing the photo attached flight 6232 to jac
7846,-1.0,if i had made as many mistakes as you in as short a period of time i would i have lost my job at this point
7847,-1.0,flight from bhm delayed 5hrs connect flgt left us in clt at a motel
7848,0.0,how many tickets are left
7849,0.0,saving my sanity leaving it behind for sunshine escape fl bliss travel indenial whatfrozenpipes
7850,-1.0,thats not weather relate flightd  you are just being nice and blaming the weather  airport just wasnt prepared investigation time
7851,-1.0,s new flierfriendly is garbage just had to cry to get attendant to find a place for my medical supplies with limited overhead
7852,-1.0,hi we have lost and found solution we want to offer for free to assist with contacting people when items are found
7853,0.0,wish you flew out of atlanta soon
7854,-1.0,us 728feb 21 ground power shorts again for the third time weary german passenger deplanes makes me jealous auf wiedersehen
7855,-1.0,how do we watch the oscars though right now no abc on flight  missingtheoscars
7856,0.0,frontier is currently offering their weather exceptions for this weekend when is united
7857,0.0,how can i check that i do not believe i was given a credit for that automatically
7858,-1.0,my flight 1389 from las vegas to dfw was cancelled flightled ive been on hold forever and i still have not spoken to anyone pls help
7859,1.0,dont know her last name but karen at your call center is terrific  friendly helpful  terrific representative kudos
7860,-1.0,app still saying i cant dm you
7861,-1.0,your airway is a joke i have never dealt with worse service
7862,1.0,thanks
7863,-1.0,i made a reservation online but i didnt receive any confirmation email my bank said the transaction went through can u help
7864,0.0,how can i get ahold of a reservations supervisor
7865,0.0,weve sent you more info via dm  i truly hope you resolve this very quickly media filmcrew cnn nbc
7866,-1.0,do you guys have any working planes
7867,-1.0,i appreciate that when i flew with you in january the check engine light came on right before take off now it is a computer
7868,0.0,scott need a good book suggestion
7869,0.0,can you use the aa credit platinum select world mastercard for alaska flights  or just american
7870,-1.0,thats funny because i emailed  once and they found it hadnt left lhr in the mean time stuck with no bag in nyc
7871,0.0,returned from vacation  went to luggage services golf bag was presented in clear wrap that couldve been used in the first place
7872,-1.0,not to mention the fact that we paid extra just to fly jetblue thinking it was the most reliable
7873,-1.0,nvm my bad its been an hour and a half thanks
7874,1.0,im elevategold for a good reason you rock
7875,0.0,is there any way me amp my best friend could get tickets to destinationdragons  they mean everything in the world to us
7876,-1.0,2nd time flying jetblue this year and my armrest tv controller doesnt work agianand thats the main reason i fly jetblue
7877,-1.0,been a member since 2007 looking to travel next week 224227 couldnt book right away due to all the snow im in bos
7878,-1.0,how do i find an email address regarding reativation of dividend miles nothing on website
7879,1.0,ready to go to disneyworld  for the  princesshalf
7880,0.0,is your companion pass broken today purchaseerrorinvalidloyaltymemberaccountstatus sw900001vyil1xklrog24fs918ja
7881,-1.0,this is after you cancelled flightled our flight into buffalo because of weather and lied to us and said other airlines cancelled flightled
7882,-1.0,get ur act together start treating ur passengers w kinder have more sanitized planes take a page from  perhaps
7883,0.0,new ceo seeks the right balance to please passengers and wall   times colonist
7884,0.0,its flight 5348
7885,-1.0,i didnt take my original flight i was suppose to arrive last night than by 200pm today didnt get in til 5
7886,1.0,thanks to fa shawn for spectacular service on flt 79 lhrdfw and to fa susan for such a warm engaging onboard welcome
7887,0.0,hello i got off a flight a few months ago and constantly think about your peanuts is there anyway you could send me some
7888,0.0,now when will we see virginamerica come to philadelphia phl
7889,1.0,we hope to see you on board soon and thanks for the tweet ey
7890,-1.0,i cant tellpurchase through the website because they put us on a lufthansa flight for the first leg
7891,-1.0,bc of your delay now you are oversold by 14 passengers this is a mess what are you going to do to compensate
7892,0.0,on flight 622 from nassau to jfk not showing cancelled flightled yet but assuming it will be any info
7893,-1.0,is this ringling brothers barnum and bailey  should i keep my eyes peeled for the clown car
7894,-1.0,whats the status of flight 3494 xna to dfw im getting different reports
