,sentiment,text
14069,negative,@AmericanAir Can you help with my Cancelled Flightled flight -- I'd like to book another flight...I've been on hold for 95 minutes and counting....
7235,negative,@JetBlue no I asked. Either way it doesn't make the flight less delayed.
1315,positive,@united have Michelle at T1 ORD train your other staff on how to treat customers. A refreshing pleasure to deal with.
11293,positive,@USAirways landed safely everything worked out.
13640,positive,"@AmericanAir Yep, was in one of my other camera memory card :D"
1962,negative,@united I have never been more frustrated than my conversations with United who can't speak Spanish to the courier company that has my bag!
7705,positive,@JetBlue thanks for bringing my son home to me.
11360,positive,@USAirways we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far
1912,negative,".@united Our newest delay, right now http://t.co/96fTLZWtvO"
4014,negative,@united thx for checking in. Never got through via phone. On hold over hour. How long is too long to wait on hold? Ugh. #csfail
14001,positive,Thank you for sending more details  @AmericanAir: They're pretty handy dandy. more info here: http://t.co/FvlxIRh1F1 #LookforwardtoflywithAA
1930,negative,"@united 100% I will put together a very serious email, with all the issues that arose on our vacation due to your staff I will post it here"
1801,negative,@united is by far the worst airline ever 😡😡
11998,positive,"@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier"
10531,negative,@USAirways now what? You Cancelled Flightled my flight again... Are you paying for my hotel?
163,negative,@VirginAmerica is the website down?
4279,neutral,"@united + UA has been rolling out improvements too, we think. Hoping they'll catch up soon? Meantime, ANA is our preference!"
9280,neutral,@USAirways @VincesViews  there are significant number of folks on 686 connecting to 599 a few minutes hold would make many happy
11138,neutral,@USAirways yes travel is complete flight 5095 from CLT to CAK Feb 18
928,neutral,@united I would love if someone could get me back to Austin tonight and I do not wish to wait til tomorrow morning.
9045,neutral,@USAirways so I can make a reservation
11284,negative,@USAirways My flight finally arrived in Charlotte.  They booked my luggage thru to lga but no room on flight for me.  What a mess
9379,neutral,"@USAirways is there an additional charge for a golf bag with clubs , shoes, and golf balls, if that's the only piece of luggage you check?"
8156,neutral,@JetBlue @cflanagian she's on to something
328,neutral,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair
82,negative,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(
7904,negative,@JetBlue you're customer service is terrible. #NeverAgain #flywhonotblue
2096,negative,@united - not only 2 hour delay - double booked seat nit parked at wrong gate - incompetence at its finest - been waiting  for over 1 hr
681,neutral,"@united booked award tix on ThaiAirways but I'm not seeing a conf# for them, just the United Flight Booking Problems#. Can you get get the Thai# for me?"
2455,negative,@united I'm not sure why I expected anyone to be here http://t.co/bnFlHPXtmw
14092,negative,@AmericanAir a worker just checked for ice on our plane using his cell phone flashlight! Really?! Come on!
1368,negative,"@united appreciate it, but changing time by 10 min multiple times 6 hours before flight is just annoying and seems like you have 0 clue"
3877,positive,"@united Great, thank you!"
14304,negative,"@AmericanAir @NY_NJairports AA1224: 45 mins for Priority bags to arrive, now Late Flight for evening plans! Delta 20 min bag guarantee anyone? :("
5581,negative,@SouthwestAir needs 2 make me whole Used my tkt back n PHX due 2 rude SNA agent Jacquie Plitt flew @USAirways 2 CABO http://t.co/QxWW1p09a0
11621,neutral,@USAirways @erickofiejones how long are billing cycles
3850,negative,.@united Don't post a link to an article that verifies the initial complaint with 20+ comments saying the same thing. @harris
4477,positive,@SouthwestAir Thanks to your team for dealing with Flight 1700 to Houston.
6626,negative,"@SouthwestAir also, they said they couldn't even book the flight. They were having to put me on hold &amp; have someone else do it???"
14294,neutral,@AmericanAir a guy try right...
4852,positive,@SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!
13761,neutral,@AmericanAir 48 hours and still no bag. Could have flown to Costa Rica and back by now. I had gifts for my family in my bags.
4627,neutral,"@SouthwestAir that was supposed to say ""boo"" not book. booo."
9321,negative,@USAirways patience is what my connecting flight will need. Why do you guys do this to me every time I travel? Every. Single. Time.
6610,negative,"@SouthwestAir is there a problem with the website? I tried making changes w/ the app and the site but got ""unspecified errors"""
8034,neutral,@JetBlue is flt 1202 delayed?
1727,positive,"@united thx off the response, finally got through the 45 min wait and talked to someone."
13313,positive,@AmericanAir Thank You! CC: @packermama1
8596,neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5t4FpCGREJ
13315,negative,@AmericanAir flight delayed 3 times today due to flight officer. 4333 from pit to ord. 5 hour delay to date. #bademployeeproblem?
12655,neutral,@AmericanAir the Late Flightst usair4603. Earlier 4591
4247,negative,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.
10465,negative,"@USAirways disappointed with your toll free number. Terrible customer service, my flight has been Cancelled Flightled would like to get home"
2014,neutral,@united it can't be delivered. It has to be held there for me to cross the border to pick up. Please don't try to deliver.
4002,negative,@united #UnitedAirlines fill out form and never receive response? I expect remedy. We can travel another airline and Cancelled Flight as members w u.
1545,neutral,@united on the plane. I was thoughtful enough to ask for it and got it; there are prob others that also deserved it
13099,negative,"@AmericanAir so if your genuine, give me your opinion  on what occurred last night 445 fly  from phl, to mia. No assistance at airport"
11432,neutral,"@USAirways Is it possible to earn Dividend Miles for a passenger that is not me, even if I am purchasing the tickets?"
9199,negative,"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum"
5501,positive,"@SouthwestAir we had early bird, and it was great. Your employees were awesome. It was 3 passengers who killed the buzz."
29,neutral,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix
4741,positive,@SouthwestAir Thanks! Confirmation number just DMed. Appreciate any help!
1023,negative,@united booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.
5908,neutral,@SouthwestAir wow! Some things are better forgotten!
13569,negative,@AmericanAir - cruel &amp; unusual to Cancelled Flight flight w/o notice &amp; make someone stay on hold for 30min &amp; listen to the same ad in a loop
3467,neutral,@united - who can eat at an airport for $7? #areyounew? #incompetent #no800number #feeltheheat
13774,negative,@AmericanAir Weather was not involved.
4186,negative,@united plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible
2658,neutral,@united I am going to a service desk now to see what the options are.
6812,positive,"@JetBlue Annnndddd, I just booked my flight. That was easy."
11046,negative,@USAirways still no rep can talk 3 days Late Flightr. U r asking me to checkin to my flight tmrw and my refund is being requested.  Deal w this!!
8394,positive,@JetBlue definitely!
3717,neutral,@united How many 787s do you currently operate and what other aircraft do you operate?
7474,neutral,"@JetBlue w/ edits: Dear @msbgu , your MBAs need better benefits. They should work for us. How can we meet them?"
12122,negative,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh."
4183,negative,"@united flight 86 LAX-IAD, back rows NOT CLEANED prior to boarding. How gross is that to find used tissues in your seat?  Please."
3199,neutral,@united is z and d code airfare refundable?
7594,negative,@JetBlue isn't this something YOU should do?!  Why should I tell your crew how to do their job?
2787,negative,"@united add wifi, entertainment and the old seats and i’ll come back."
8430,positive,@JetBlue where's my selfie?
7930,neutral,@JetBlue is that one on the picture http://t.co/lxwbsfxfj0
3039,negative,"@united flight from vegas to houston Cancelled Flighted this morning ""due to operation"" what does this mean!???? Thank god I woke up early today!"
12030,negative,@AmericanAir I want to speak to a human being! !!  This is not an obscene request!
4679,positive,@SouthwestAir another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!
1259,negative,"@united yes, but it's not looking. The ticket agent at out terminal dismissed us and we missed a chance at a Miami flight then to DR"
10937,negative,@USAirways we should have been given the option to get off the plane not sit on it for a time longer than our actually flight.
8932,neutral,"@JetBlue unfortunately no, but hoping I can catch one sometime in the near future!"
663,positive,@united private jet would have been cool! Do does not work. I'll try again
13759,negative,@AmericanAir not anymore.
8084,negative,@JetBlue mechanical failure isn't Boston' fault.
12775,negative,@AmericanAir yep as I saidi feel sorry for you that you have to run their account how embarrassing for you
2964,neutral,@united just emailed Jim Compton and Jeff Smisek so hopefully you pay attention now
5994,positive,@SouthwestAir @FortuneMagazine Superb choice - SWA. I am a raving fan. They even take stress out of weather-reLate Flightd glitches!  #custexp
771,negative,@united yea get me to phoenix already. Delays all day with you people. It's bullshit.
10569,negative,@USAirways why cant Sapphire members reach anyone on the phone?
5385,negative,@SouthwestAir crazy hold times today. Over an hour now. Help?
13450,negative,@AmericanAir I don't know who that may be. I was also working from home. Thanks for nothing.
8535,positive,@JetBlue Yes That's true but they are a bit pricey I will look into it further. Love you guys.
12544,negative,"@AmericanAir you guys Cancelled Flightled my flight for today and booked me for tomorrow, so unfortunately i have rebooked. Thanks"
4882,negative,@SouthwestAir You've inspired me to start my own airline to combat your weak ass airline. sick of this shit
8010,positive,@JetBlue It was fabulous! Very pleased.
1489,positive,"@united Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525 :)"
5161,positive,@SouthwestAir Yes! Just a few minutes after my tweet. She was able to reschedule her flight. Thanks!
9998,negative,@USAirways why have me board a plane knowing there is a maint issue?  US5235.
1173,negative,@united I guess. But what is the excuse for understaffed costumer services? 3 people had to deal with lots of angry passengers. Weather too?
1133,negative,"@united your SFO-YYJ fight is Cancelled Flightled several times each week, why even bother?"
13050,positive,@AmericanAir welcome anyone who works in those conditions deserves a thank you even though I am other side of #Atlantic lol xx
5605,positive,@SouthwestAir oh I see what you did there! Thanks for supporting #PadresST.
10713,negative,@USAirways I will send an email with details Late Flightr. Thank you for responding.
7284,positive,@JetBlue I do! The best airline wifi ever. Thank you!
12270,neutral,@AmericanAir Oh they seem  to have reappeared now lol
786,negative,@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why
11673,positive,@USAirways Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.
4240,negative,@united 1 refused boarding with Nexus. nexus confirmed she should not be refused
11171,positive,@USAirways  Lilly M in SJU check in is fabulous!
7880,positive,"@JetBlue thanks for getting me to Boston early for @TuftsEnergyConf ""Breaking Barriers To a Clean Energy Future"""
8699,neutral,@JetBlue marks 15th birthday with 'Blumanity' paint job - @Dallas_News (blog) http://t.co/lFGR0Nifut
11568,negative,"@USAirways my luggage was delayed. I'm looking for compensation, since, you know, you charged me for it then forgot it..."
476,positive,@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :)
8868,neutral,@JetBlue's new CEO Robin Hayes battles to appease passengers and Wall Street - Business In Savannah http://t.co/KKAY8XaPs1
8952,neutral,@JetBlue what's the link for #FlyFi
1056,negative,@united I'd thank you - but you didn't help.  taking 6 hours to reply (so I get a message in the middle of the night) isn't actually helpful
6067,positive,@SouthwestAir Thank you for having flights going out of Nashville! You guys Rock! #DisneyPrincessHalfMarathon #girlsweekend #bffs
1501,negative,@United landed in den on time stuck waiting for gate for 30 min. Maybe an update would be a good idea capt?
7208,neutral,"@JetBlue I know there's no actual 'mile high' club, but surely there's something I can join ;-)"
9307,neutral,@USAirways I am good. I just did not understand the terminology.  but the merger brings new verbiage
14523,negative,@AmericanAir ask the 10 people you left behind at Miami airport because you guys could not wait 5 minutes and ... http://t.co/XPM98Igqjn
9607,negative,@USAirways You guys are screwing up my trip. Thanks for nothing. #lazy
11509,neutral,@USAirways I recently moved and got a new license and when I booked my flight a months ago I used my old license do I need to change that?
494,negative,"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤"
11477,negative,"@USAirways Also, we are in family crisis &amp; you charge full price for all these flights, PLUS $200 2 change flights, even for emergencies."
8996,neutral,"@USAirways question, friend flight got Cancelled Flightled. How can he book be flight? Leaving CHS to Philly to Germany"
13989,negative,@AmericanAir no other (what should be valid) Circle Pacific itineraries can be booked either - always makes all US dest. invalid 4 last leg
3374,neutral,"@United, #deaffriendly? Getting there. Read your review on http://t.co/2Brt0aTHaU: http://t.co/WzNp5q1M0H"
9526,negative,"@USAirways Going to Manchester, UK now i'm going to miss a wedding. You going to rebook that too? Why have you chosen to Cancelled Flight my flight??"
10381,neutral,@USAirways - My guess is what happened in #Vegas ended up in #Philly #Sexy http://t.co/qgMfCB7yT4
10007,negative,@USAirways going to miss my connection because my flight home has been delayed and now no gate agent to get us off the plane-so frustrated
813,neutral,@united I hope so too
1120,negative,@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline w/out WiFi...and pls no 'unwind' BS.
3745,negative,"@united How come you are the ONLY airline, of 90+ flights last year that makes me check my carry-on. Not even gate check...baggage claim?!?"
5787,neutral,@SouthwestAir give me tickets to atlanta! I would do anything!  Anything 😆
1050,negative,"@united really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again.  Won't change our flight. Can we go now?"
3627,neutral,@united i now see it's 72 hours. Thanks
9290,neutral,"@USAirways Can you follow, so I can DM you?"
9993,negative,@USAirways according to @wtop DCA seems to be recovering nicely from yesterday's snow so why are you Cancelled Flightling flights out there?
5258,neutral,"@SouthwestAir departing MDW it's cold 26F, windy with snow on the ground for sunny and 70F las vegas  @LASairport http://t.co/2IR7ynMBdU"
6960,neutral,@JetBlue lmfao.
5361,negative,@SouthwestAir On hold waiting to make special accommodations for my mom who is traveling 1 hour and 24 minutes on hold.  Unacceptable!
2487,negative,"@united your website won't allow me to post the required document, i keep getting **were having technical difficulties**"
4618,neutral,@SouthwestAir still there? I was posted up in Downtown waiting for y'all. On my way!
9233,negative,@USAirways did a pre schooler develop your app? The thing crashes every single time.
1313,negative,@united Another awful experience and Victoria at the check in desk in STL could not have been more rude and condescending.
4709,positive,@SouthwestAir they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood
14090,negative,@AmericanAir AA919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. Surreal!
2903,negative,@united I get that. But doing it by giving inaccurate/misleading info doesn't seem like a great way to do it. #hopethegearmakesitintact
7280,negative,@JetBlue #611 from JFK to LAS still delayed?
6269,negative,@SouthwestAir it would be nice if I could talk to an agent rather than get caught up w/ a promotion &amp; then be hung up on
11392,negative,@USAirways had 2 Cancelled Flight my trip to LA bc weather @SouthwestAir was easy but US air is making me pay $200 to use the credit. Never again
1585,negative,@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!
8229,negative,@JetBlue it is absurd that I have waited more than 45mins because the flight attendant assigned for my flight is Late Flight. You dont have others?
11386,negative,@USAirways I realize the weather but day after day our flights keep getting Cancelled Flighted. Please prioritize ur passengers and help them
2011,neutral,"@united Seat 14A, Flight UA895"
14435,negative,"@AmericanAir That's a complete cop out! U ask what the issues are, then do nothing about it. How are we supposed to sort the situation now?"
4078,positive,@united thanks for all the help! Totally appreciate it and you made it super easy too
4590,positive,@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.
11970,negative,@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams
14549,negative,"@AmericanAir @sweetmel If weather is bad, wouldn't your folks try extra hard to communicate...or load bags onto flight 1320...or...anything?"
5329,neutral,@SouthwestAir when does today's scavenger hunt start? I'm trying to help my little brother win! #DestinationDragons
11595,positive,@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏
9327,positive,@USAirways ok thanks
256,neutral,@VirginAmerica any plans to start flying direct from DAL to LAS?
2675,negative,@united you're right. Good you caught the mechanical failure. Too bad there are no blankets. But ok.
8070,neutral,@JetBlue OK cool.  I need to listen to some Dre and Snoop en route to LA.  That would have been a shame.
3455,neutral,@united any news?
5828,positive,"@SouthwestAir you only hear about the bad things. Flying the last to weekends, the flights and crews were awesome. Thank you. 👍👍"
12222,neutral,@ods1819 aren't you glad this isn't you RT @AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/HEpkNpuzwU
5193,negative,@SouthwestAir okay I understand a delay one way. But both ways? C'mon #annoyed #flights
3081,negative,@united then send your Jeff Smisek on a trip with JetBlue or SW and make sure he takes notes. I would never choose to fly United again.
3317,positive,@united has the best pilots ever Thank you guys for the great trip #thatisall
10919,negative,@USAirways now siting on Tarmac in philly for another 15 minutes. This is so lame. Sorry doesn't help. This is terrible.
6193,neutral,@SouthwestAir did you pick the winners for the #DestinationDragons ?? #87yearsLate Flightr #maybeijustlost #whyyounoloveme
14534,negative,.@AmericanAir I can't even get on the phone with your reservations team. The system automatically disconnects us.
8860,positive,@JetBlue @CinziannaP thank you! I like the quick response on Twitter!
11439,negative,@USAirways I followed you complaint procedure only to get a run around.  Your service SUCKS #usairwayssuck
12704,positive,@AmericanAir Thank you for the response. Much appreciated!
7055,neutral,@JetBlue well duh. My grandfather just got hired as a TSA agent and currently at PWM!
5036,negative,@SouthwestAir grouchy about this flight 636 #complimentarybeveragesneeded
12967,negative,"@AmericanAir AA1675 flight out of Jamaica was Cancelled Flightled yesterday due to ""weather"", while other flights were still landing at DFW"
6287,negative,@SouthwestAir when will sw return to customer service?  Business travelers made sw now sw ignores us.
9721,positive,"@USAirways - Janet &amp; my DEN-PHL  flight Cancelled Flightled Saturday, USAIR rescheduled automatically &amp; notified us by email at no additional cost."
11057,negative,@USAirways never fails to disappoint.
1807,negative,@united more people would catch their flights if your attendants had more help!
13672,negative,@AmericanAir my flight tomorrow is Cancelled Flighted you guys just keep letting me down
6292,neutral,@SouthwestAir #3854 ATL to RDU. Snow forecasted for Raleigh this evening.
169,neutral,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx
7265,neutral,"@JetBlue sorry, should have specified I meant ground traffic trying to get into the terminal"
4729,positive,@SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1
11157,neutral,"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/WBMHRl3bvl"
9286,positive,@USAirways customer service at its best! Rachel S.  took great care of us at the PHX airport. http://t.co/HG7vEqhGHy
4392,negative,@SouthwestAir thanks for the apology. Unfortunately i have had one too many bad experiences and will no longer be flying with southwest.
1642,neutral,@united I am UA elite Gold and have a UA Chase pres. plus credit card.  How many EQM's do I need to get Platinum Elite!
1364,negative,@united @DelonGerry ual sucks
1246,positive,@united Thanks for looking into this and for getting back to me via DM. Glad to hear my bag is finally being delivered to me. Thanks again!
8277,neutral,"😢😢 RT“@JetBlue: @Peaches275 Oh no! Unfortunately, the code must be entered at the time of purchase in order to qualify for the points.”"
6504,negative,"@SouthwestAir I was helped by a nice lady at PHX checkin. I spent 4 hours on hold in 24 hours, so might want to look at efficiency there."
10261,negative,@USAirways duh on baggage claim 2 more hours and counting .. Flights 622 &amp; 1898 http://t.co/DkZl57uPQI
4514,neutral,"@SouthwestAir you should have assigned seating, because now my cousin &amp; I probably can't sit together on our flight tomorrow.. Thanks."
2588,neutral,.@united I took a screenshot and emailed it to myself. Let's DM and figure this out.
804,negative,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?
156,neutral,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?
6530,negative,@SouthwestAir I never got a Cancelled Flightlation text from this morning either #bushleague or a number to call #weakservice
4236,negative,@united with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept
994,positive,@united thank you
11558,negative,@USAirways I've been on hold for one hour and four minutes for your reservations line. How can you possibly do business this way?
8627,neutral,@JetBlue are you ever looking for interns ?
8779,negative,@JetBlue where exactly can I leave a note
6445,neutral,@SouthwestAir @Imaginedragons when are we gonna know I have a math test tomoro and I can't concentrate😭😭 #DestinationDragons
715,negative,@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!
3027,negative,@united Is flight 5001 really going to leave Newark today?  If not tell us now and I will rent a car.  I do not want to end up stranded.
13424,negative,@AmericanAir  I have still not talked to anyone. You guys should be prepared for these situations. How is this good service? I am so mad!!!
2231,negative,@united And yet we still haven't left yet and I can't watch my pre-paid DirectTV. #firstworldproblems
9986,neutral,@USAirways just told by supervisor that they won't guarantee the empty seats to standby passengers with flights Cancelled Flightled so can sell them
6856,neutral,"@JetBlue here we go again, 2nd round trip to CA in a week #TrueBlue"
4865,neutral,@SouthwestAir flying by myself is getting old
1904,negative,@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws
13714,negative,"@AmericanAir bag turned up, no thanks to your useless call-centre and useless website"
9886,negative,@USAirways @AmericanAir Just got off Int. Flight #799. Your Intentionally rude staff made for a horrible 8hr+ flight on an unsuitable plane.
12634,neutral,@AmericanAir sent
10824,negative,"“@USAirways: We're sincerely sorry, Sean. Reservations is working hard to answer everyone's call and we appreciate your patience.” #false"
5712,positive,@SouthwestAir Jackpot!  #legroom http://t.co/ZO2iceG4lI
11333,negative,@USAirways you run a piece of shit airline!!  Thanks for ruining AA
7187,negative,"@JetBlue All good, I just have 2 remind myself that if this was 1914 I might be on a horse &amp; buggy. So what's a little delay right."
6020,positive,@SouthwestAir Congratulations!
10382,negative,"@USAirways he waited over two hours on the phone, had to book and get to MI, family member very ill, time of the essence"
8496,negative,@JetBlue u suck Big Donkey Balls!
8315,negative,@JetBlue You mean take more of my time to write you a physical letter because the fraud department doesn't have email or telephones. Right?
12433,neutral,"@AmericanAir Thank you for the info! Changes need to be made over the phone, correct? Is there any way an AA agent can call me directly?"
1028,negative,@united is doing musicians real dirty at LAX. I've never been blocked from getting on a flight with my bass.
9410,negative,@USAirways US 728. One water run of the planet's smallest water bottles. Applaud you looking out for the environment.
1004,negative,@united It's a shame choosing #United may be the difference between reuniting with aging friends and never seeing them again #PoorService
12848,negative,@AmericanAir is the company from hell with NO consideration for customers that give it hundreds of millions of dollars per year #SMH
8750,negative,@JetBlue I get Sunday due to weather and ok Monday they're busy but this is crazy
5375,negative,@SouthwestAir I will never choose @USAirways over you again! #getmeoffthisbird
203,positive,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4
7436,negative,@JetBlue Good perspective. If only this safety concern had been expressed at some point before I arrived at the airport. #communicationiskey
1177,positive,@united just confirmed a seat! Crisis averted! Beers won't be missed now
10690,negative,@USAirways would be less annoying if road conditions weren't getting worse with every min U keep passengers captive for no good reason.
14282,negative,"@AmericanAir Stuck on a plane at JFK: food was not on the plane now we need to wait crew to push back the plane. Good job, AA!"
5726,neutral,@SouthwestAir Can you please follow so I can DM? Thx!
12675,negative,@AmericanAir this is the biggest joke I've ever seen and will be telling everyone never to use you guys cause you are a joke
14316,negative,@AmericanAir even with calls you haven't been able to help us anyway. #nevergettinghome
9676,negative,@USAirways Has To Be THE WORST Airline Of All Time😡😡😡
719,neutral,@united Any luck with finalizing my reservation? I DM'd information to you. Please let me know what else you need. Want to confirm ASAP. Thx
2010,negative,@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.
10670,negative,@USAirways flight scheduled for 730pm...told at 150am that flight is Cancelled Flightled after sitting on cold plane for 2 hours.
9920,neutral,"@USAirways if my flight, 4035, is delayed, what time do I have to arrive at BHM?"
2451,negative,@united 14 hours after landing in #ATL &amp; I still do not have my bags...which means no clothes or makeup!!! #UnitedAirlines #nothappy
14450,negative,@AmericanAir @AmericanAir how do you expect to do that?
13068,neutral,"@AmericanAir but my friend was told she was able to use her credit with the airline towards one of my flights, then was told she couldn't."
7295,neutral,"@JetBlue okay so anything using contactless EMV should work, just your internal testing and training is currently Apple Pay specific?"
1141,negative,"@united, last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care."
10629,negative,"@USAirways flight 705 FRA-CAT did some odd zig-zagging movements over Frankfurt...
Is everything ok?"
10890,negative,@USAirways I respect the stress of a merger but one rep to reschedule/replane 15 ppl who are already Late Flight? #youcandobetter
7175,neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/IMVMpnQXAI
12957,neutral,@AmericanAir about when can I see a new American Airlines credit card to replace my USAIRWAYS dividend MasterCard?
6477,neutral,@SouthwestAir think flight 1945 from BNA to LAX will get off the ground tomorrow??? #please #snowbama
5998,negative,@SouthwestAir . I don't like the new schedule. No more nonstops from PHL to FLL or PBI? We are not free to move between those cities. Sad.
1119,negative,@united flight 3763 IAd-Sat. We're on the outdoor track for an hour
4444,negative,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?"
11263,positive,"@USAirways captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!"
1567,negative,@united might possibly have the worst service on the planet.
5001,negative,"@SouthwestAir - our baggage motto: we don't cover that. Small tear, ripped seam, snow soaked, busted zippers - SORRY http://t.co/LHwFBKFynI"
936,negative,@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways
4275,neutral,"@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?"
7663,negative,@JetBlue I've spoken 2/emailed JB team and explained situation. Didnt seem to matter to anyone other than me. I guess I just expected more.
10151,negative,"@USAirways @AmericanAir Almost half hour on hold.  My cell phone battery is dying.  Thanks for your loyalty from a ""Platinum"" member"
5874,positive,@SouthwestAir thank you! ❤️❤️❤️ you guys!
11707,negative,@USAirways Feeling helpless at Tanpa airport. How can I talk to someone. Flight delayed 4 times. Need help. Missed connections will be prob
5853,negative,"@SouthwestAir I didn't say anything about patience, I said this is probably the last time I fly Southwest. I suggest others do the same."
9113,negative,@USAirways need to retrain US 3837 lead flight attendant and gate agent at arrival MKE 2/23.  Horrible attitudes toward helping customers.
13409,negative,@AmericanAir worst experience ever. @VirginAmerica all the way!
9146,negative,@USAirways are people going to answer our calls?
3619,neutral,@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!
4768,negative,@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds.
10529,negative,"@USAirways 4+ hour hold, finally Cancelled Flighted ticket! sticking to @delta @Expedia who allow easy online Cancelled Flights/refunds! http://t.co/RKVCZBpdCE"
12606,neutral,@AmericanAir tell me you can get me to ABI earlier than 8 pm tomorrow
13823,negative,@AmericanAir - I am Platinum.  I am flying USAir and they have stranded me in CLT.  Not answering phones. Did not rebook me.  Please help?
7098,positive,Lovely! RT @JetBlue: Our fleet’s on fleek. http://t.co/Hi6Fl1AX9E
12701,negative,@AmericanAir she sent you an email 2 customer service the night it happened ur response was basically 2 bad sorry how should she contact u.
13628,negative,@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service? #BlameShiftOverload
5563,negative,@SouthwestAir Cancelled Flights arrivals &amp; departures in Nashville as of 5pm. That and more weather headlines @ 4pm #LiveOnFOX17 #FebruaryFreezeFox17
2491,negative,@united outsourcing ticket and gate agents at MIA. Ill advised. You did it in ROC and service went downhill. Keep employees and fliers first
64,positive,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!
12839,negative,@AmericanAir and just bad cs! I will be back on @JetBlue  at least when you stuck they look out for you and apologize for any trouble
9017,negative,@USAirways I want to love you! 43 minutes on hold! Help me understand why I switched loyalty programs. http://t.co/cHGy5yrVka
2233,negative,.@united Let us know when you find everyone's luggage. Thanks. #UnitedAirlines
3336,negative,@united seriously? After waiting 2 hours on the plane for my 10:20 flight to leave at 3pm I have to leave the plane? Great. Just great.
5424,negative,@SouthwestAir On hold for two hours and it timed-out on me. Great system you got there.
8703,neutral,@JetBlue Anywhere warm cause its freezing in NYC
13129,negative,@AmericanAir been calling for over 24hrs now and getting no where but told to call back by the automated system is extremely frustrating
5988,neutral,@SouthwestAir please please please choose me to go see @Imaginedragons   #DestinationDragons
